english,banjara,pos,ipa,telugu,hindi,source
first,dharagadiya / dharagidiya,adj.,/dharagadiya/ /dharagidiya/,ధరగదియ / ధరగిదియ,धरगदिया / धरगिदिया,Banjara_english.docx
first half,munganer ado,n.,/mūnganer ado/,మూంగనేర్ అదో,मूंगनेर अदो,Banjara_english.docx
first husband,agdir tander,n.,/agdir tander/,ఆగ్దిర్ తందేర్,आग्दिर तन्देर,Banjara_english.docx
first name,agdiyar nam,n.,/āgdiyār nām/,ఆగ్దియార్ నామ్,आग्दियार नाम,Banjara_english.docx
first one,agdiro,n.,/agdirō/,ఆగ్దిరో,आग्दिरो,Banjara_english.docx
fish hook,gal,n.,/gal/,గల్,गल,Banjara_english.docx
fist,mutti,n.,/mutti/,ముత్తి,मुत्ति,Banjara_english.docx
fit,bhela,v.,/bhela/,భేల,भेला,Banjara_english.docx
five,panc,num.,/pāñc/,పాంచ్,पांच,Banjara_english.docx
fix,galdam / bana / mand lam,v.,/galdam/ /bana/ /mand lam/,గల్దమ్ / బన / మండ్ లమ్,गल्दम / बना / मन्ड लम,Banjara_english.docx
flabby,polo vegojako,adj.,/polo vēgojako/,పోలో వేగోజకో,पोलो वेगोजको,Banjara_english.docx
flag,jhanda,n.,/jhanda/,ఝండ,झन्डा,Banjara_english.docx
flat,kub ac / sabet / sapkar,adj.,/kub ac/ /sabet/ /sapkar/,కుబ్ ఆచ్ / సబేత్ / సప్కర్,कुब आच / सबेत / सपकर,Banjara_english.docx
flat nose,mukidi,n.,/mukidi/,ముకిది,मुकिदि,Banjara_english.docx
fleck,talli,n.,/talli/,తల్లి,तल्लि,Banjara_english.docx
flesh,lvala,n.,/lvālā/,ల్వాలా,ल्वाला,Banjara_english.docx
flexible,navamjako,adj.,/navamjako/,నవమ్జకో,नवमजको,Banjara_english.docx
flitting,vadgo,n.,/vadgo/,వద్గో,वद्गो,Banjara_english.docx
floating,tarro,v.,/tarrō/,తర్రో,तर्रो,Banjara_english.docx
flogging,marer,n.,/marer/,మరేర్,मरेर,Banjara_english.docx
flood,khalya / rungli / rel,n.,/khālyā/ /rungli/ /rel/,ఖాల్యా / రుంగ్లి / రేల్,खाल्या / रुंग्लि / रेल,Banjara_english.docx
flooded,kutlego,adj.,/kütlēgo/,కూత్లేగో,कूतलेगो,Banjara_english.docx
floor,jammi / jag,n.,/jammi/ /jāg/,జమ్మి / జాగ్,जम्मि / जाग,Banjara_english.docx
flour,ato,n.,/ātō/,ఆటో,आटो,Banjara_english.docx
flower,phul,n.,/phūl/,ఫూల్,फूल,Banjara_english.docx
flowering,lage,n.,/lāgē/,లాగే,लागे,Banjara_english.docx
flowing,parrohjako,v.,/pārrojakō/,పార్రోజకో,पार्रोजको,Banjara_english.docx
fluttering,hala,v.,/hala/,హల,हला,Banjara_english.docx
fly,makki,n.,/mākki/,మాక్కి,माक्कि,Banjara_english.docx
flying,bamro,v.,/bamro/,బమ్రో,बम्रो,Banjara_english.docx
fog,dhuyer vas / bharap / vos,n.,/dhūyer vas/ /bharap/ /vōs/,ధూయేర్ వస్ / భరప్ / వోస్,धूयेर वस / भरप / वोस,Banjara_english.docx
fold,dhadi,n.,/dhadi/,ధది,धदि,Banjara_english.docx
folk song,janapadan,adj.,/jānapadan/,జానపదన్,जानपदन,Banjara_english.docx
fondle,cumajako,v.,/cumajako/,చుమజకో,चुमजको,Banjara_english.docx
food,khayer / khoraki / dhan,n.,/khāyēr/ /khoraki/ /dhān/,ఖాయేర్ / ఖొరకి / ధాన్,खायेर / खोरकि / धान,Banjara_english.docx
foot,tang / dhap,n.,/tang/ /dhap/,తంగ్ / ధాప్,तंग / धाप,Banjara_english.docx
foot print,khoj,n.,/khōj/,ఖోజ్,खोज,Banjara_english.docx
footprint,dhap,n.,/dhap/,ధాప్,धाप,Banjara_english.docx
for,vasu,adv.,/vāsu/,వాసు,वासु,Banjara_english.docx
for him,vasu,pron.,/vāsu/,వాసు,वासु,Banjara_english.docx
forceps,cimta,n.,/cimtā/,చిమ్తా,चिमता,Banjara_english.docx
foreboding,samman,n.,/samman/,సమ్మన్,सम्मन,Banjara_english.docx
forefinger,tagarayer angli,n.,/tagarayer angli/,తగరాయేర్ అంగ్లి,तगरायेर अंग्लि,Banjara_english.docx
forehead,tapalo,n.,/tapālō/,తపాలో,तपालो,Banjara_english.docx
foreign,dusro,adj.,/dusro/,దుస్రో,दुस्रो,Banjara_english.docx
forever,thetetanu,adv.,/thetetānu/,థేతేతాను,थेतेतानु,Banjara_english.docx
forfeiture,kholdo,n.,/khōldo/,ఖోల్దో,खोल्दो,Banjara_english.docx
forgetfulness,bhuler,n.,/bhūler/,భూలేర్,भूलेर,Banjara_english.docx
forgive,maphikar,v.,/maphikar/,మాఫికార్,माफिकार,Banjara_english.docx
form,ver,v.,/ver/,వేర్,वेर,Banjara_english.docx
forthcoming,avamjako,adj.,/āvamjakō/,ఆవమ్జకో,आवमजको,Banjara_english.docx
forthright,sudo,adv.,/sūdō/,సూదో,सूदो,Banjara_english.docx
forty,calis,num.,/cāļis/,చాలిస్,चालिस,Banjara_english.docx
forward,angam,adv.,/angam/,అంగమ్,अंगम,Banjara_english.docx
fossil,bhatar murat,n.,/bhātār murat/,భాతార్ మురత్,भातार मुरत,Banjara_english.docx
founder,bhandayajako,n.,/bhandāyājakō/,భందాయాజకో,भन्दायाजको,Banjara_english.docx
fountain,uta,n.,/ūta/,ఊత,ऊता,Banjara_english.docx
foursome,cari,n.,/cari/,చరి,चरि,Banjara_english.docx
fourteen,caudam,num.,/caudam/,చౌదమ్,चौदम,Banjara_english.docx
fourth part,car,n.,/car/,చర్,चर,Banjara_english.docx
fox,salya,n.,/sālyā/,సాల్యా,साल्या,Banjara_english.docx
fragile,pedsu,adj.,/pedsu/,పేద్సు,पेदसु,Banjara_english.docx
frame,girra,n.,/girra/,గిర్ర,गिर्र,Banjara_english.docx
free,phokat,adj.,/phokat/,ఫోకత్,फोकत,Banjara_english.docx
free from bondage,svatantram,n.,/svatantram/,స్వతంత్రమ్,स्वतन्त्रम,Banjara_english.docx
free of cost,thalo / nakam,adv.,/thālo/ /nakām/,థాలో / నకామ్,थालो / नकाम,Banjara_english.docx
freely,ajadi / pharagat,adv.,/ājādi/ /pharagat/,ఆజాది / ఫరగత్,आजादि / फरागत,Banjara_english.docx
fresh,tadter,adj.,/tadter/,తద్తేర్,तदतेर,Banjara_english.docx
friction,ghasari,n.,/ghasari/,ఘసరి,घसरि,Banjara_english.docx
from,atteti / ti / mati,adv.,/attēti/ /ti/ /māti/,అత్తేతి / తి / మాతి,अत्तेति / ति / माति,Banjara_english.docx
from now,abbeti,adv.,/abbēti/,అబ్బేతి,अब्बेति,Banjara_english.docx
from that,omati,adv.,/omāti/,ఒమాతి,ओमाति,Banjara_english.docx
from the front,angeti,adv.,/āngēti/,ఆంగేతి,आंगेति,Banjara_english.docx
from there,otti / otteti,adv.,/otti/ /öttēti/,ఒత్తి / ఓత్తేతి,ओत्ति / ओत्तेति,Banjara_english.docx
frost,baramper,n.,/baramper/,బరమ్పేర్,बरम्पेर,Banjara_english.docx
fruit,phal,n.,/phal/,ఫల్,फल,Banjara_english.docx
fuel,tel,n.,/tel/,తేల్,तेल,Banjara_english.docx
full,puro / sari,adj.,/puro/ /sāri/,పురో / సారి,पुरो / सारि,Banjara_english.docx
fullness,sari,n.,/sari/,సరి,सरि,Banjara_english.docx
fully,bharpur / se,adv.,/bharpur/ /se/,భర్పూర్ / సే,भरपुर / से,Banjara_english.docx
fur,un,n.,/un/,ఉన్,उन,Banjara_english.docx
gaffer,dokra,n.,/dökrä/,దోక్రా,दोक्रा,Banjara_english.docx
gain,phayedo,n.,/phāyēdo/,ఫాయేదో,फायेदो,Banjara_english.docx
gambling with cock fighting,kukkad battu,n.,/kukkad battu/,కుక్కద్ బత్తు,कुक्कद बत्तु,Banjara_english.docx
gang,jatti,n.,/jatti/,జత్తి,जत्ति,Banjara_english.docx
ganges river,ganga nandi,n. prop.,/ganga nandi/,గంగ నంది,गंग नन्दि,Banjara_english.docx
gap,mayi,n.,/mayi/,మయి,मयि,Banjara_english.docx
gargle,kaldonak,v.,/kaldōnāk/,కల్దోనాక్,कल्दोनाक,Banjara_english.docx
garlic,nassan / lassan,n.,/nassan/ /lassan/,నస్సన్ / లస్సన్,नस्सन / लस्सन,Banjara_english.docx
gas,val,n.,/vāl/,వాల్,वाल,Banjara_english.docx
gash,gis,v.,/gis/,గిస్,गिस,Banjara_english.docx
gate,galama / phatak,n.,/galamā/ /phātak/,గలమా / ఫాతక్,गलमा / फातक,Banjara_english.docx
gateway,motvat,n.,/mōtvāt/,మోత్వాత్,मोत्वात,Banjara_english.docx
gather,dhund la,v.,/dhund la/,ధుండ్ ల,धुन्ड ला,Banjara_english.docx
gathering,malav,n.,/malāv/,మలావ్,मलाव,Banjara_english.docx
genealogy,pidi / valad / vel,n.,/pidi/ /valad/ /vel/,పిది / వలద్ / వేల్,पिदि / वलद / वेल,Banjara_english.docx
generate,janavam,v.,/janāvam/,జనావమ్,जनावम,Banjara_english.docx
genetic,pidi,adj.,/pidi/,పిది,पिदि,Banjara_english.docx
get,la / liya,v.,/la/ /liya/,ల / లియ,ला / लिया,Banjara_english.docx
get near,dhamyikar,v.,/dhamyikar/,ధమ్యికర్,धम्यिकर,Banjara_english.docx
get up,ut,v.,/üt/,ఉట్,उट,Banjara_english.docx
getting,la,n.,/la/,ల,ला,Banjara_english.docx
getting finished,pur vego,v.,/pur vēgo/,పుర్ వేగో,पुर वेगो,Banjara_english.docx
getting for oneself,lelen a,n.,/lelen a/,లేలేన్ అ,लेलेन अ,Banjara_english.docx
getting irritated,cidra karer,v.,/cidra karer/,చిద్ర కరేర్,चिद्र करेर,Banjara_english.docx
getting relieved,chut go,v.,/chūt go/,ఛూట్ గో,छूट गो,Banjara_english.docx
getting removed,daggi,v.,/daggi/,దగ్గి,दग्गि,Banjara_english.docx
getting up one,uter,n.,/üter/,ఉతేర్,उतेर,Banjara_english.docx
getting worried,hinjargo,v.,/hinjargo/,హింజర్గో,हिन्जर्गो,Banjara_english.docx
gift,inam / kankya,n.,/inām/ /kankya/,ఇనామ్ / కంక్య,इनाम / कंख्या,Banjara_english.docx
gill,jabdo,n.,/jābdo/,జాబ్డో,जाब्डो,Banjara_english.docx
ginger,adarak,n.,/adarak/,అదరక్,अदारक,Banjara_english.docx
girlfriend,soptan,n.,/soptan/,సోప్తన్,सोप्तान,Banjara_english.docx
girlish,naramo / pindya,adj.,/naramo/ /pindya/,నరమో / పింద్య,नरमो / पिन्द्या,Banjara_english.docx
give,dam / denak,v.,/dam/ /dēnāk/,దమ్ / దేనాక్,दम / देनाक,Banjara_english.docx
give away,denak,v.,/dēnāk/,దేనాక్,देनाक,Banjara_english.docx
giver,devalo,n.,/devalo/,దేవాలో,देवालो,Banjara_english.docx
giving,der,n.,/der/,దేర్,देर,Banjara_english.docx
giving birth,janer,v.,/janer/,జనేర్,जनेर,Banjara_english.docx
giving injection,suyi mar,v.,/sūyi mār/,సూయి మార్,सूयि मार,Banjara_english.docx
glass,gilas / sisi,n.,/gilās/ /sisi/,గిలాస్ / సిసి,गिलास / सिसि,Banjara_english.docx
glass piece,arsi,n.,/ārsi/,ఆర్సి,आरसि,Banjara_english.docx
glisten,jhankro,v.,/jhänkrō/,ఝాంక్రో,झांक्रो,Banjara_english.docx
glistening,jhanker,n.,/jhānker/,ఝాంకేర్,झांकेर,Banjara_english.docx
glitter,jhanker / dhagdhag,n.,/jhānker/ /dhagdhag/,ఝాంకేర్ / ధగ్ధగ్,झांकेर / धगधग,Banjara_english.docx
glittering,cam cam / talak talak,n.,/cam cam/ /talak talak/,చమ్ చమ్ / తలక్ తలక్,चम चम / तलक तलक,Banjara_english.docx
"""glittering",adj.,"flashing""",chanki,/chanki/,ఛంకి,Banjara_english.docx
gloom,vicar,n.,/vicar/,విచార్,विचार,Banjara_english.docx
glow,vajalo,n.,/vajāļō/,వజాళో,वजालो,Banjara_english.docx
go,jo / dagar jo,v.,/jo/ /dagar jō/,జో / దగర్ జో,जो / दगर जो,Banjara_english.docx
go to toilet,hang,v.,/hāng/,హాంగ్,हांग,Banjara_english.docx
godavari,godavari nandi,n. prop.,/godavari nandi/,గోదావరి నంది,गोदावरि नन्दि,Banjara_english.docx
"""god's place; temple/church/mosque; heaven""",deval,n.,/deval/,దేవెల్,देवल,Banjara_english.docx
goggling,khonkler,v.,/khōnkler/,ఖోంక్లేర్,खोंक्लेर,Banjara_english.docx
going on a fast run,dhams,v.,/dhāms/,ధామ్స్,धाम्स,Banjara_english.docx
gold,sono,n.,/sono/,సోనో,सोनो,Banjara_english.docx
good,acco,adj.,/acco/,అచ్చో,अच्चो,Banjara_english.docx
good one,sorer,n.,/sorer/,సోరేర్,सोरेर,Banjara_english.docx
good words,accivate / sikhvadi,n.,/accivāte/ /sikhvādi/,అచ్చివాతే / సిఖ్వాది,अच्चिवाते / सिख्वादि,Banjara_english.docx
goody,ac,adv.,/ac/,ఆచ్,आच,Banjara_english.docx
"""gore",v.,"pierce""",tancero,/tancero/,తన్చేరో,Banjara_english.docx
got a divorse,tutgijako,v.,/tūtgijako/,తూత్గిజకో,तूत्गिजको,Banjara_english.docx
got absorbed,suntago,v.,/suntago/,సుంతగో,सुन्तागो,Banjara_english.docx
got bulged,apriyayo,v.,/apriyāyo/,అప్రియాయో,अप्रियायो,Banjara_english.docx
got cooked,sijgo,v.,/sījgo/,సీజ్గో,सीज्गो,Banjara_english.docx
got sprouted,hugo,v.,/hugo/,హుగో,हुगो,Banjara_english.docx
got swelling,sujgo,v.,/süjgō/,సూజ్గో,सूज्गो,Banjara_english.docx
gourd,tummdi,n.,/tummdi/,తుమ్మ్ది,तुम्म्दि,Banjara_english.docx
governance,nayaki / palan,n.,/nāyaki/ /palan/,నాయకి / పలన్,नायकि / पलन,Banjara_english.docx
government,sarkar,n.,/sarkar/,సర్కార్,सरकार,Banjara_english.docx
grab,khoslam,v.,/khōslam/,ఖోస్లమ్,खोस्लम,Banjara_english.docx
grain,dana,n.,/dānā/,దానా,दाना,Banjara_english.docx
grand daughter,poti,n.,/poti/,పోతి,पोति,Banjara_english.docx
grandfather,dada / nana,n.,/dādā/ /nana/,దాదా / నన,दादा / नाना,Banjara_english.docx
grandfather's grandfather,pad dada,n.,/pad dada/,పద్ దాదా,पद दादा,Banjara_english.docx
grandmother,nani,n.,/nani/,నాని,नानि,Banjara_english.docx
grandparent,dada,n.,/dādā/,దాదా,दादा,Banjara_english.docx
grant,dharam,n.,/dharam/,ధరమ్,धरम,Banjara_english.docx
grape,angur,n.,/angūr/,అంగూర్,अंगूर,Banjara_english.docx
